sentence,compound,positive,negative,neutral,label,title
"Its cardinal weakness is to let belief follow recklessly upon lively conception, especially when the conception has instinctive liking at its back.",0.4215,0.204,0.102,0.693,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"I admit, then, that were I addressing the Salvation Army or a miscellaneous popular crowd it would be a misuse of opportunity to preach the liberty of believing as I have in these pages preached it.",0.8689,0.286,0.0,0.714,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"What such audiences most need is that their faiths should be broken up and ventilated, that the northwest wind of science should get into them and blow their sickliness and barbarism away.",-0.0772,0.078,0.086,0.836,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"But academic audiences, fed already on science, have a very different need.",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Paralysis of their native capacity for faith and timorous abulia in the religious field are their special forms of mental weakness, brought about by the notion, carefully instilled, that there is something called scientific evidence by waiting upon which they shall escape all danger of shipwreck in regard to truth.",0.25,0.18,0.131,0.689,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
But there is really no scientific or other method by which men can steer safely between the opposite dangers of believing too little or of believing too much.,-0.5006,0.117,0.205,0.679,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"To face such dangers is apparently our duty, and to hit the right channel between them is the measure of our wisdom as men.",0.0516,0.119,0.112,0.769,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"It does not follow, because recklessness may be a vice in soldiers, that courage ought never to be preached to them.",0.4939,0.144,0.0,0.856,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"What should be preached is courage weighted with responsibility,--such courage as the Nelsons and Washingtons never failed to show after they had taken everything into account that might tell against their success, and made every provision to minimize disaster in case they met defeat.",0.691,0.221,0.123,0.656,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
I do not think that any one can accuse me of preaching reckless faith.,-0.1779,0.162,0.26,0.578,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
I have preached the right of the individual to indulge his personal faith at his personal risk.,0.1779,0.148,0.111,0.741,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
I have discussed the kinds of risk; I have contended that none of us escape all of them; and I have only pleaded that it is better to face them open-eyed than to act as if we did not know them to be there.,0.0726,0.065,0.081,0.854,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"After all, though, you will say, Why such an ado about a matter concerning which, however we may theoretically differ, we all practically agree?",0.3818,0.146,0.0,0.854,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"In this age of toleration, no scientist will ever try actively to interfere with our religious faith, provided we enjoy it quietly with our friends and do not make a public nuisance of it in the market-place.",0.8481,0.256,0.049,0.695,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
But it is just on this matter of the market-place that I think the utility of such essays as mine may turn.,0.0484,0.056,0.0,0.944,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"If religious hypotheses about the universe be in order at all, then the active faiths of individuals in them, freely expressing themselves in life, are the experimental tests by which they are verified, and the only means by which their truth or falsehood can be wrought out.",0.8658,0.199,0.0,0.801,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"The truest scientific hypothesis is that which, as we say, 'works' best; and it can be no otherwise with religious hypotheses.",0.7096,0.26,0.081,0.659,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Religious history proves that one hypothesis after another has worked ill, has crumbled at contact with a widening knowledge of the world, and has lapsed from the minds of men.",-0.4215,0.0,0.091,0.909,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Some articles of faith, however, have maintained themselves through every vicissitude, and possess even more vitality to-day than ever before: it is for the 'science of religions' to tell us just which hypotheses these are.",0.659,0.14,0.0,0.86,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Meanwhile the freest competition of the various faiths with one another, and their openest application to life by their several champions, are the most favorable conditions under which the survival of the fittest can proceed.",0.9041,0.282,0.0,0.718,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"They ought therefore not to lie hid each under its bushel, indulged-in quietly with friends.",0.5261,0.253,0.0,0.747,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"They ought to live in publicity, vying with each other; and it seems to me that (the régime of tolerance once granted, and a fair field shown) the scientist has nothing to fear for his own interests from the liveliest possible state of fermentation in the religious world of his time.",0.9048,0.244,0.0,0.756,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Those faiths will best stand the test which adopt also his hypotheses, and make them integral elements of their own.",0.8271,0.339,0.0,0.661,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"He should welcome therefore every species of religious agitation and discussion, so long as he is willing to allow that some religious hypothesis may be true.",0.6908,0.243,0.063,0.694,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Of course there are plenty of scientists who would deny that dogmatically, maintaining that science has already ruled all possible religious hypotheses out of court.",-0.34,0.0,0.091,0.909,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Such scientists ought, I agree, to aim at imposing privacy on religious faiths, the public manifestation of which could only be a nuisance in their eyes.",0.5994,0.191,0.051,0.758,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"With all such scientists, as well as with their allies outside of science, my quarrel openly lies; and I hope that my book may do something to persuade the reader of their crudity, and range him on my side.",0.296,0.117,0.065,0.818,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Religious fermentation is always a symptom of the intellectual vigor of a society; and it is only when they forget that they are hypotheses and put on rationalistic and authoritative pretensions, that our faiths do harm.",0.4215,0.192,0.127,0.681,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
The most interesting and valuable things about a man are his ideals and over-beliefs.,0.7996,0.449,0.0,0.551,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"The same is true of nations and historic epochs; and the excesses of which the particular individuals and epochs are guilty are compensated in the total, and become profitable to mankind in the long run.",0.4404,0.141,0.069,0.79,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
The essay 'On some Hegelisms' doubtless needs an apology for the superficiality with which it treats a serious subject.,0.2023,0.16,0.067,0.773,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"It was written as a squib, to be read in a college-seminary in Hegel's logic, several of whose members, mature men, were devout champions of the dialectical method.",0.7351,0.205,0.0,0.795,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
My blows therefore were aimed almost entirely at that.,0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"I reprint the paper here (albeit with some misgivings), partly because I believe the dialectical method to be wholly abominable when worked by concepts alone, and partly because the essay casts some positive light on the pluralist-empiricist point of view.",0.3818,0.087,0.048,0.865,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
The paper on Psychical Research is added to the volume for convenience and utility.,0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Attracted to this study some years ago by my love of sportsmanlike fair play in science, I have seen enough to convince me of its great importance, and I wish to gain for it what interest I can.",0.9806,0.54,0.0,0.46,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"The American Branch of the Society is in need of more support, and if my article draws some new associates thereto, it will have served its turn.",0.4576,0.103,0.0,0.897,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
Apology is also needed for the repetition of the same passage in two essays (pp.,0.0516,0.079,0.0,0.921,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"59-61 and 96-7, 100-1).",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"My excuse is that one cannot always express the same thought in two ways that seem equally forcible, so one has to copy one's former words.",0.0772,0.049,0.0,0.951,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"The Crillon-quotation on page 62 is due to Mr. W. M. Salter (who employed it in a similar manner in the 'Index' for August 24, 1882), and the dream-metaphor on p. 174 is a reminiscence from some novel of George Sand's--I forget which--read by me thirty years ago.",0.1027,0.048,0.039,0.913,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Finally, the revision of the essays has consisted almost entirely in excisions.",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
Probably less than a page and a half in all of new matter has been added.,0.0258,0.078,0.0,0.922,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"HARVARD UNIVERSITY, CAMBRIDGE, MASSACHUSETTS, December, 1896.",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"[ 1 ] B. P. Blood: The Flaw in Supremacy: Published by the Author, Amsterdam, N. Y., 1893.",0.0516,0.079,0.0,0.921,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
CONTENTS.,0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"PAGE THE WILL TO BELIEVE 1 Hypotheses and options, 1 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Pascal's wager, 5 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Clifford's veto, 8 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Psychological causes of belief, 9 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Thesis of the Essay, 11 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Empiricism and absolutism, 12 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Objective certitude and its unattainability, 13 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Two different sorts of risks in believing, 17 .",-0.2732,0.0,0.231,0.769,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Some risk unavoidable, 19 .",-0.2732,0.0,0.412,0.588,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Faith may bring forth its own verification, 22 .",0.4215,0.286,0.0,0.714,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Logical conditions of religious belief, 25 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"IS LIFE WORTH LIVING 32 Temperamental Optimism and Pessimism, 33 .",0.5622,0.392,0.16,0.448,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
How reconcile with life one bent on suicide?,-0.6705,0.0,0.391,0.609,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
38 .,0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Religious melancholy and its cure, 39 .",-0.4404,0.0,0.367,0.633,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Decay of Natural Theology, 43 .",-0.0516,0.305,0.329,0.366,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Instinctive antidotes to pessimism, 46 .",-0.3612,0.0,0.385,0.615,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Religion involves belief in an unseen extension of the world, 51 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Scientific positivism, 52 .",0.3818,0.565,0.0,0.435,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Doubt actuates conduct as much as belief does, 54 .",-0.3612,0.0,0.238,0.762,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"To deny certain faiths is logically absurd, for they make their objects true, 56 .",0.6486,0.383,0.119,0.498,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Conclusion, 6l .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"THE SENTIMENT OF RATIONALITY 63 Rationality means fluent thinking, 63 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Simplification, 65 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Clearness, 66 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Their antagonism, 66 .",-0.4404,0.0,0.592,0.408,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Inadequacy of the abstract, 68 .",-0.4019,0.0,0.403,0.597,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"The thought of nonentity, 71 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Mysticism, 74 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Pure theory cannot banish wonder, 75 .",0.3412,0.325,0.0,0.675,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"The passage to practice may restore the feeling of rationality, 75 .",0.4019,0.291,0.0,0.709,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Familiarity and expectancy, 76 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"'Substance,' 80 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"A rational world must appear congruous with our powers, 82 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"But these differ from man to man, 88 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Faith is one of them, 90 .",0.4215,0.359,0.0,0.641,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Inseparable from doubt, 95 .",-0.3612,0.0,0.455,0.545,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"May verify itself, 96 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Its rôle in ethics, 98 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Optimism and pessimism, 101 .",0.25,0.438,0.312,0.25,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
Is this a moral universe?--what does the problem mean?,-0.4696,0.0,0.304,0.696,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
103 .,0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Anaesthesia versus energy, 107 .",0.2732,0.412,0.0,0.588,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Active assumption necessary, 107 .",0.4019,0.474,0.0,0.526,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Conclusion, 110 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"REFLEX ACTION AND THEISM 111 Prestige of Physiology, 112 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Plan of neural action, 113 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"God the mind's adequate object, 116 .",0.4588,0.5,0.0,0.5,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Contrast between world as perceived and as conceived, 118 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"God, 120 .",0.2732,0.677,0.0,0.323,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"The mind's three departments, 123 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Science due to a subjective demand, 129 .",-0.128,0.0,0.231,0.769,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Theism a mean between two extremes, 134 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Gnosticism, 137 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"No intellection except for practical ends, 140 .",-0.1531,0.182,0.25,0.568,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Conclusion, 142 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"THE DILEMMA OF DETERMINISM 145 Philosophies seek a rational world, 146 .",-0.347,0.0,0.213,0.787,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Determinism and Indeterminism defined, 149 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Both are postulates of rationality, 152 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Objections to chance considered, 153 .",0.25,0.333,0.0,0.667,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Determinism involves pessimism, 159 .",-0.3612,0.0,0.455,0.545,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Escape via Subjectivism, 164 .",0.1779,0.362,0.0,0.638,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Subjectivism leads to corruption, 170 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"A world with chance in it is morally the less irrational alternative, 176 .",-0.0276,0.142,0.149,0.709,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Chance not incompatible with an ultimate Providence, 180 .",0.25,0.222,0.0,0.778,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"THE MORAL PHILOSOPHER AND THE MORAL LIFE 184 The moral philosopher postulates a unified system, 185 .",0.3818,0.157,0.0,0.843,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Origin of moral judgments, 185 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Goods and ills are created by judgment?, 189 .",0.25,0.222,0.0,0.778,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Obligations are created by demands, 192 .",0.25,0.286,0.0,0.714,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"The conflict of ideals, 198 .",-0.128,0.254,0.324,0.423,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Its solution, 205 .",0.3182,0.535,0.0,0.465,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"Impossibility of an abstract system of Ethics, 208 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"The easy-going and the strenuous mood, 211 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Connection between Ethics and Religion, 212 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"GREAT MEN AND THEIR ENVIRONMENT 216 Solidarity of causes in the world, 216 .",0.7925,0.39,0.0,0.61,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"The human mind abstracts in order to explain, 219 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Different cycles of operation in Nature, 220 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Darwin's distinction between causes that produce and causes that preserve a variation, 221 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Physiological causes produce, the environment only adopts or preserves, great men, 225 .",0.7003,0.367,0.0,0.633,positive,"The Will to Believe, and Other Essays in Popular Philosophy"
"When adopted they become social ferments, 226 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"Messrs. Spencer and Allen criticised, 232 .",-0.4215,0.0,0.359,0.641,negative,"The Will to Believe, and Other Essays in Popular Philosophy"
"Messrs. Wallace and Gryzanowski quoted, 239 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
"The laws of history, 244 .",0.0,0.0,0.0,1.0,neutral,"The Will to Believe, and Other Essays in Popular Philosophy"
