sentence,compound,positive,negative,neutral,label,title
"Whence is this taste, the furnish'd hall forgot, To feast in gardens, or th' unhandy grot ?",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Or novelty with some new charms surprises, Or from our very shifts some joy arises.",0.8344,0.425,0.0,0.575,positive,The Natural History of Selborne
"Hark, while below the village bells ring round, Echo, sweet nymph, returns the soften'd sound; But if gusts rise, the rushing forests roar, Like the tide tumbling on the pebbly shore.",0.6428,0.153,0.0,0.847,positive,The Natural History of Selborne
"Adown the vale, in lone, sequester'd nook, Where skirting woods imbrown the dimpling brook, The ruin'd convent lies: here wont to dwell The lazy canon midst his cloister'd cell, While Papal darkness brooded o'er the land, Ere Reformation made her glorious stand: Still oft at eve belated shepherd swains See the cowl'd spectre skim the folded plains.",-0.5529,0.064,0.163,0.773,negative,The Natural History of Selborne
"To the high Temple would my stranger go, The mountain-brow commands the woods below: In Jewry first this order found a name, When madding Croisades set the world in flame; When western climes, urged on by pope and priest Pour'd forth their minions o'er the deluged East: Luxurious knights, ill suited to defy To mortal fight Turcestan chivalry.",-0.6597,0.0,0.089,0.911,negative,The Natural History of Selborne
"Nor be the parsonage by the Muse forgot -- The partial bard admires his native spot; Smit with its beauties, loved, as yet a child, Unconscious why, its capes, grotesque and wild.",0.8689,0.259,0.0,0.741,positive,The Natural History of Selborne
"High on a mound th' exalted gardens stand, Beneath, deep valleys, scoop'd by Nature's hand.",0.4939,0.198,0.0,0.802,positive,The Natural History of Selborne
"A Cobham here, exulting in his art, Might blend the general's with the gardener's part; Might fortify with all the martial trade Of rampart, bastion, fosse, and palisade; Might plant the mortar with wide threat'ning bore, Or bid the mimic cannon seem to roar: Now climb the steep, drop now your eye belong Where round the blooming village orchards grow; There, like a picture, lies my lowly seat, A rural, shelter'd, unobserved retreat.",-0.5574,0.056,0.115,0.829,negative,The Natural History of Selborne
"Me far above the rest Selbornian scenes, The pendent forests, and the mountain greens, Strike with delight; there spreads the distant view, That gradual fades till sunk in misty blue: Here Nature hangs her slopy woods to sight, Rills purl between and dart a quivering light.",0.5267,0.081,0.031,0.888,positive,The Natural History of Selborne
SELBORNE HANGER.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"A WINTER PIECE, TO THE MISS B*****S The bard, who sang so late in blithest strain Selbornian prospects, and the rural reign, Now suits his plaintive pipe to sadden'd tone, While the blank swains the changeful year bemoan.",-0.0857,0.055,0.089,0.856,negative,The Natural History of Selborne
How fallen the glories of these fading scenes !,0.2244,0.285,0.21,0.505,positive,The Natural History of Selborne
"The dusky beech resigns his vernal greens; The yellow maple mourns in sickly hue, And russet woodlands crowd the dark'ning view.",-0.6908,0.0,0.231,0.769,negative,The Natural History of Selborne
"Dim, clust'ring fogs involve the country round, The valley and the blended mountain ground Sink in confusion; but with tempest-wing Should Boreas from his northern barrier spring, The rushing woods with deaf'ning clamour roar, Like the sea tumbling on the pebbly shore.",0.2263,0.071,0.073,0.855,positive,The Natural History of Selborne
"When spouting rains descend in torrent tides, See the torn zigzag weep its channel'd sides: Winter exerts its rage; heavy and slow, From the keen east rolls on the treasured snow; Sunk with its weight the bending boughs are seen, And one bright deluge whelms the works of men.",-0.0772,0.147,0.152,0.701,negative,The Natural History of Selborne
"Amidst this savage landscape, bleak and bare, Hangs the chill hermitage in middle air; Its haunts forsaken, and its feasts forgot, A leaf-strown, lonely, desolated cot !",-0.7777,0.0,0.262,0.738,negative,The Natural History of Selborne
"Is this the scene that late with rapture rang, Where Delphy danced, and gentle Anna sang ?",0.5423,0.243,0.0,0.757,positive,The Natural History of Selborne
"With fairy step where Harriet tripp'd so late, And, on her stump reclined, the musing Kitty sate ?",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Return, dear nymphs; prevent the purple spring, Ere the soft nightingale essays to sing; Ere the first swallow sweeps the fresh'ning plain, Ere love-sick turtles breathe their amorous pain; Let festive glee th' enliven'd village raise, Pan's blameless reign, and patriarchal days; With pastoral dance the smitten swain surprise, And bring all Arcady before our eyes.",0.9042,0.254,0.048,0.698,positive,The Natural History of Selborne
"Return, blithe maidens; with you bring along Free, native humour; all the charms of song; The feeling heart, and unaffected ease; Each nameless grace, and ev'ry power to please.",0.9559,0.495,0.0,0.505,positive,The Natural History of Selborne
Nov .,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"1, 1763.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
ON THE RAINBOW.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"""Look upon the Rainbow, and praise him that made it: very beautiful is it in the brightness thereof.""",0.8858,0.409,0.0,0.591,positive,The Natural History of Selborne
"-- Eccles ., xliii.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
11.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"On morning or on evening cloud impress'd, Bent in vast curve, the watery meteor shines Delightfully, to th' levell'd sun opposed: Lovely refraction !",0.8313,0.271,0.0,0.729,positive,The Natural History of Selborne
"while the vivid brede In listed colours glows, th' unconscious swain, With vacant eye, gazes on the divine Phenomenon, gleaming o'er the illumined fields, Or runs to catch the treasures which it sheds.",0.7506,0.171,0.0,0.829,positive,The Natural History of Selborne
"Not so the sage: inspired with pious awe, He hails the federal arch ; and looking up, Adores that God, whose fingers form'd this bow Magnificent, compassing heaven about With a resplendent verge, ""Thou mad'st the cloud, ""Maker omnipotent, and thou the bow; ""And by that covenant graciously hast sworn ""Never to drown the world again: henceforth, ""Till time shall be no more, in ceaseless round, ""Season shall follow season: day to night, ""Summer to winter, harvest to seed time, ""Heat shall to cold in regular array ""Succeed.""",0.961,0.213,0.022,0.766,positive,The Natural History of Selborne
"--Heav'n taught, so sang the Hebrew bard.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
A HARVEST SCENE.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Waked by the gentle gleamings of the morn, Soon clad, the reaper, provident of want, Hies cheerful-hearted to the ripen'd field: Nor hastes alone: attendant by his side His faithful wife, sole partner of his cares, Bears on her breast the sleeping babe; behind, With steps unequal, trips her infant train; Thrice happy pair, in love and labour join'd !",0.9488,0.273,0.033,0.695,positive,The Natural History of Selborne
"All day they ply their task; with mutual chat, Beguiling each the sultry, tedious hours.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Around them falls in rows the sever'd corn, Or the shocks rise in regular array.",-0.3818,0.0,0.157,0.843,negative,The Natural History of Selborne
"But when high noon invites to short repast, Beneath the shade of sheltering thorn they sit, Divide the simple meal, and drain the cask: The swinging cradle lulls the whimpering babe Meantime; while growling round, if at the tread Of hasty passenger alarm'd, as of their store Protective, stalks the cur with bristling back, To guard the scanty scrip and russet frock.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"ON THE DARK, STILL, DRY, WARM WEATHER.",0.2263,0.241,0.0,0.759,positive,The Natural History of Selborne
OCCASIONALLY HAPPENING IN THE WINTER MONTHS.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Th' imprison'd winds slumber within their caves, Fast bound: the fickle vane, emblem of change, Wavers no more, long settling to a point.",-0.296,0.0,0.095,0.905,negative,The Natural History of Selborne
"All Nature nodding seems composed: thick steams, From land, from flood up-drawn, dimming the day, ""Like a dark ceiling stand:"" slow through the air Gossamer floats, or, stretch'd from blade to blade, The wavy net-work whitens all the field.",0.3612,0.063,0.0,0.937,positive,The Natural History of Selborne
"Push'd by the weightier atmosphere, up springs The ponderous mercury, from scale to scale Mounting, amidst the Torricellian tube.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"While high in air, and poised upon his wings, Unseen, the soft, enamour'd woodlark runs Through all his maze of melody; the brake, Loud with the blackbird's bolder note, resounds.",0.4939,0.13,0.0,0.87,positive,The Natural History of Selborne
"Sooth'd by the genial warmth, the cawing rook Anticipates the spring, selects her mate, Haunts her tall nest-trees, and with sedulous care Repairs her wicker eyrie, tempest-torn.",0.7906,0.265,0.059,0.676,positive,The Natural History of Selborne
"The ploughman inly smiles to see upturn His mellow globe, best pledge of future crop: With glee the gardener eyes his smoking beds; E'en pining sickness feels a short relief The happy schoolboy brings transported forth His long-forgotten scourge, and giddy gig: O'er the white paths he whirls the rolling hoop, Or triumphs in the dusty fields of taw.",0.967,0.288,0.022,0.69,positive,The Natural History of Selborne
"Not so the museful sage:--abroad he walks Contemplative, if haply he may find What cause controls the tempest's rage, or whence, Amidst the savage season, Winter smiles.",-0.5423,0.092,0.196,0.712,negative,The Natural History of Selborne
"For days, for weeks, prevails the placid calm.",0.3182,0.247,0.0,0.753,positive,The Natural History of Selborne
"At length some drops prelude a change: the sun With ray refracted, bursts the parting gloom, When all the chequer'd sky is one bright glare.",-0.1779,0.102,0.126,0.772,negative,The Natural History of Selborne
"Mutters the wind at eve; th' horizon round With angry aspect scowls: down rush the showers, And float the deluged paths, and miry fields.",-0.5106,0.0,0.125,0.875,negative,The Natural History of Selborne
"THE NATURAL HISTORY OF SELBORNE In a series of letters addressed to THOMAS PENNANT, ESQ.",0.4995,0.199,0.0,0.801,positive,The Natural History of Selborne
and The Hon.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"DAINES BARRINGTON ADVERTISEMENT The Author of the following Letters takes the liberty, with all proper deference, of laying before the public his idea of parochial history, which, he thinks, ought to consist of natural productions and occurrences as well as antiquities.",0.7906,0.174,0.0,0.826,positive,The Natural History of Selborne
"He is also of opinion that if stationary men would pay some attention to the districts on which they reside, and would publish their thoughts respecting the objects that surround them, from such materials might be drawn the most complete county-histories, which are still wanting in several parts of this kingdom, and in particular in the county of Southampton.",0.4215,0.052,0.023,0.925,positive,The Natural History of Selborne
"And here he seizes the first opportunity, though a late one, of returning his most grateful acknowledgments to the reverend the President and the reverend and worthy the Fellows of Magdalen College in the University of Oxford, for their liberal behaviour in permitting their archives to be searched by a member of their own society, so far as the evidences therein contained might respect the parish and priory of Selborne.",0.902,0.159,0.0,0.841,positive,The Natural History of Selborne
"To that gentleman also, and his assistant, whose labours and attention could only be equalled by the very kind manner in which they were bestowed, many and great obligations are also due.",0.8313,0.206,0.0,0.794,positive,The Natural History of Selborne
"Of the authenticity of the documents above-mentioned there can be no doubt, since they consist of the identical deeds and records that were removed to the College from the Priory at the time of its dissolution; and, being carefully copied on the spot, may be depended on as genuine; and, never having been made public before, may gratify the curiosity of the antiquary, as well as establish the credit of the history.",0.4215,0.107,0.059,0.833,positive,The Natural History of Selborne
"If the writer should at all appear to have induced any of his readers to pay a more ready attention to the wonders of the Creation, too frequently overlooked as common occurrences; or if he should by any means, through his researches, have lent an helping hand towards the enlargement of the boundaries of historical and topographical knowledge; or if he should have thrown some small light upon ancient customs and manners, and especially on those that were monastic, his purpose will be fully answered.",0.8313,0.113,0.028,0.859,positive,The Natural History of Selborne
"But if he should not have been successful in any of these his intentions, yet there remains this consolation behind--that these his pursuits, by keeping the body and mind employed, have, under Providence, contributed to much health and cheerfulness of spirits, even to old age:--and, what still adds to his happiness, have led him to the knowledge of a circle of gentlemen whose intelligent communications, as they have afforded him much pleasing information, so, could he flatter himself with a continuation of them, would they ever be deemed a matter of singular satisfaction and improvement.",0.9765,0.247,0.035,0.717,positive,The Natural History of Selborne
GIL.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
WHITE.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Selborne, January 1st, 1788.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"THE NATURAL HISTORY OF SELBORNE LETTERS to THOMAS PENNANT, ESQ.",0.4995,0.264,0.0,0.736,positive,The Natural History of Selborne
"Letter I To Thomas Pennant, Esquire The parish of Selborne lies in the extreme eastern corner of the county of Hampshire, bordering on the county of Sussex, and not far from the county of Surrey; is about fifty miles south-west of London, in latitude 51, and near midway between the towns of Alton and Petersfield.",-0.4215,0.0,0.05,0.95,negative,The Natural History of Selborne
"Being very large and extensive, it abuts on twelve parishes, two of which are in Sussex, viz., Trotton and Rogate.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"If you begin from the south and proceed westward, the adjacent parishes are Emshot, Newton Valence, Faringdon, Harteley Mauduit, Great Ward le Ham, Kingsley, Hedleigh, Bramshot, Trotton, Rogate, Lysse, and Greatham.",0.6249,0.12,0.0,0.88,positive,The Natural History of Selborne
The soils of this district are almost as various and diversified as the views and aspects.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"The high part to the south-west consists of a vast hill of chalk, rising three hundred feet above the village; and is divided into a sheep down, the high wood, and a long hanging wood called the Hanger.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"The covert of this eminence is altogether beech, the most lovely of all forest trees, whether we consider its smooth rind or bark, its glossy foliage, or graceful pendulous boughs.",0.796,0.202,0.0,0.798,positive,The Natural History of Selborne
"The down, or sheep-walk, is a pleasing park-like spot, of about one mile by half that space, jutting out on the verge of the hill-country, where it begins to break down into the plains, and commanding a very engaging view, being an assemblage of hill, dale, wood-lands, heath, and water.",0.7264,0.117,0.0,0.883,positive,The Natural History of Selborne
"The prospect is bounded to the south-east and east by the vast range of mountains called the Susses-downs, by Guild-down near Guildford, and by the Downs round Dorking, and Ryegate in Surrey, to the north-east, which altogether, with the country beyond Alton and Farnham, form a noble and extensive outline.",0.6369,0.1,0.0,0.9,positive,The Natural History of Selborne
"At the foot of this hill, one stage or step from the uplands, lies the village, which consists of one single straggling street, three-quarters of a mile in length, in a sheltered vale, and running parallel with the Hanger.",-0.4215,0.0,0.072,0.928,negative,The Natural History of Selborne
"The houses are divided from the hill by a vein of stiff clay (good wheat-land), yet stand on a rock of white stone, little in appearance removed from chalk; but seems so far from being calcareous, that it endures extreme heat.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Yet that the freestone still preserves somewhat that is analogous to chalk, is plain from the beeches which descend as low as those rocks extend, and no farther, and thrive as well on them, where the ground is steep, as on the chalks.",-0.128,0.081,0.091,0.828,negative,The Natural History of Selborne
"The cart-way of the village divides, in a remarkable manner, two very incongruous soils.",0.5574,0.231,0.0,0.769,positive,The Natural History of Selborne
"To the south-west is a rank-clay, that requires the labour of years to render it mellow; while the gardens to the north-east, and small enclosures behind, consist of a warm, forward, crumbling mould, called black malm, which seems highly saturated with vegetable and animal manure; and these may perhaps have been the original site of the town; while the wood and coverts might extend down to the opposite bank.",0.5994,0.084,0.0,0.916,positive,The Natural History of Selborne
"At each end of the village, which runs from south-east to north-west, arises a small rivulet: that at the north-west end frequently fails; but the other is a fine perennial spring, little influenced by drought or wet seasons, called Well-head.",0.0772,0.055,0.047,0.898,positive,The Natural History of Selborne
"* This breaks out of some high grounds joining to Core Hill, a noble chalk promontory, remarkable for sending forth two streams into two different seas.",0.765,0.231,0.0,0.769,positive,The Natural History of Selborne
"The one to the south becomes a branch of the Arun, running to Arundel, and so falling into the British Channel: the other to the north.",-0.2769,0.0,0.081,0.919,negative,The Natural History of Selborne
"The Selborne stream makes one branch of the Wey; and meeting the Black-down stream at Hedleigh, and the Alton and Farnham stream at Tilford-bridge, swells into a considerable river, navigable at Godalming; from whence it passes to Guildford, and so into the Thames at Weybridge; and thus at the Nore into the German Ocean.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"* This spring produced, September 14, 1781, after a severe hot summer, and a preceding dry spring and winter, nine gallons of water in a minute, which is five hundred and forty in an hour, and twelve thousand nine hundred and sixty, or two hundred and sixteen hogsheads, in twenty-four hours, or one natural day.",-0.0258,0.046,0.048,0.906,neutral,The Natural History of Selborne
"At this time many of the wells failed, and all the ponds in the vales were dry.",-0.3182,0.099,0.163,0.739,negative,The Natural History of Selborne
"Our wells, at an average, run to about sixty-three feet, and when sunk to that depth seldom fail; but produce a fine limpid water, soft to the taste, and much commended by those who drink the pure element, but which does not lather well with soap.",0.7394,0.183,0.043,0.774,positive,The Natural History of Selborne
"To the north-west, north and east of the village, is a range of fair enclosures, consisting of what is called a white malm, a sort of rotten or rubble stone, which, when turned up to the frost and rain, moulders to pieces, and becomes manure to itself.",-0.3167,0.048,0.075,0.877,negative,The Natural History of Selborne
* * This soil produces good wheat and clover.,0.4404,0.326,0.0,0.674,positive,The Natural History of Selborne
"Still on to the north-east, and a step lower, is a kind of white land, neither chalk nor clay, neither fit for pasture nor for the plough, yet kindly for hops, which root deep into the freestone, and have their poles and wood for charcoal growing just at hand.",0.7732,0.183,0.041,0.776,positive,The Natural History of Selborne
This white soil produces the brightest hops.,0.6124,0.4,0.0,0.6,positive,The Natural History of Selborne
"As the parish still inclines down towards Wolmer-forest, at the juncture of the clays and sand the soil becomes a wet, sandy loam, remarkable for timber, and infamous for roads.",0.5574,0.114,0.0,0.886,positive,The Natural History of Selborne
"The oaks of Temple and Blackmoor stand high in the estimation of purveyors, and have furnished much naval timber; while the trees on the freestone grow large, but are what workmen call shakey, and so brittle as often to fall to pieces in sawing.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Beyond the sandy loam the soil becomes an hungry lean sand, till it mingles with the forest; and will produce little without the assistance of lime and turnips.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Letter II To Thomas Pennant, Esquire In the court of Norton-farmhouse, a manor farm to the north-west of the village, on the white maims, stood within these twenty years a broad-leaved elm, or wych hazel, ulmus folio latissimo scabro of Ray, which, though it had lost a considerable leading bough in the great storm in the year 1703, equal to a moderate tree, yet, when felled, contained eight loads of timber; and, being too bulky for a carriage, was sawn off at seven feet above the butt, where it measured near eight feet in the diameter.",0.4215,0.043,0.024,0.933,positive,The Natural History of Selborne
This elm I mention to show to what a bulk planted elms may attain; as this tree must certainly have been such from its situation.,0.34,0.098,0.0,0.902,positive,The Natural History of Selborne
"In the centre of the village, and near the church, is a square piece of ground surrounded by houses, and vulgarly called the Plestor.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"In the midst of this spot stood, in old times, a vast oak, with a short squat body, and huge horizontal arms extending almost to the extremity of the area.",0.3182,0.078,0.0,0.922,positive,The Natural History of Selborne
"This venerable tree, surrounded with stone steps, and seats above them, was the delight of old and young, and a place of much resort in summer evenings; where the former sat in grave debate, while the latter frolicked and danced before them.",0.3182,0.086,0.057,0.857,positive,The Natural History of Selborne
"Long might it have stood, had not the amazing tempest in 1703 overturned it at once, to the infinite regret of the inhabitants, and the vicar, who bestowed several pounds in setting it in its place again; but all his care could not avail; the tree sprouted for a time, then withered and died.",-0.5478,0.069,0.142,0.789,negative,The Natural History of Selborne
"This oak I mention to show to what a bulk planted oaks also may arrive: and planted this tree must certainly have been, as will appear from what will be said farther concerning this area, when we enter on the antiquities of Selborne.",0.34,0.057,0.0,0.943,positive,The Natural History of Selborne
"On the Blackmoor estate there is a small wood called Losel's, of a few acres, that was lately furnished with a set of oaks of a peculiar growth and great value; they were tall and taper like firs, but standing near together had very small heads, only a little brush without any large limbs.",0.7269,0.171,0.0,0.829,positive,The Natural History of Selborne
"About twenty years ago the bridge at the Toy, near Hampton-court, being much decayed, some trees were wanted for the repairs that were fifty feet long without bough, and would measure twelve inches diameter at the little end.",-0.3818,0.0,0.066,0.934,negative,The Natural History of Selborne
"Twenty such trees did a purveyor find in this little wood, with this advantage, that many of them answered the description at sixty feet.",0.3071,0.093,0.0,0.907,positive,The Natural History of Selborne
These trees were sold for twenty pounds apiece.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"In the centre of this grove there stood an oak, which, though shapely and tall on the whole, bulged out into a large excrescence about the middle of the stem.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"On this a pair of ravens had fixed their residence for such a series of years, that the oak was distinguished by the title of the Raven-tree.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Many were the attempts of the neighbouring youths to get at this eyry: the difficulty whetted their inclinations, and each was ambitious of surmounting the arduous task.",0.1779,0.102,0.079,0.82,positive,The Natural History of Selborne
"But, when they arrived at the swelling, it jutted out so in their way, and was so far beyond their grasp, that the most daring lads were awed, and acknowledged the undertaking to be too hazardous.",0.5704,0.095,0.0,0.905,positive,The Natural History of Selborne
"So the ravens built on, nest upon nest, in perfect security, till the fatal day arrived in which the wood was to be levelled.",0.3818,0.199,0.114,0.686,positive,The Natural History of Selborne
"It was in the month of February, when those birds usually sit.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"The saw was applied to the butt, the wedges were inserted into the opening, the woods echoed to the heavy blows of the beetle or mallet, the tree nodded to its fall; but still the dam sat on.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"At last, when it gave way, the bird was flung from her nest; and, though her parental affection deserved a better fate, was whipped down by the twigs, which brought her dead to the ground.",0.25,0.151,0.103,0.745,positive,The Natural History of Selborne
"Letter III To Thomas Pennant, Esquire The fossil-shells of this district, and sorts of stone, such as have fallen within my observation, must not be passed over in silence.",-0.3612,0.0,0.082,0.918,negative,The Natural History of Selborne
"And first I must mention, as a great curiosity, a specimen that was ploughed up in the chalky fields, near the side of the down, and given to me for the singularity of its appearance, which, to an incurious eye, seems like a petrified fish of about four inches long, the cardo passing for an head and mouth.",0.4767,0.108,0.057,0.835,positive,The Natural History of Selborne
"It is in reality a bivalve of the Linnaean genus of Mytilus, and the species of Crista Galli; called by Lister, Rastellum; by Rumphius, Ostreum plicatum minus; by D'Argenville, Auris Porci, s. Crista Galli, and by those who make collections cock's comb.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Though I applied to several such in London, I could never meet with an entire specimen; nor could I ever find in books any engraving from a perfect one.",0.5719,0.134,0.0,0.866,positive,The Natural History of Selborne
"In the superb museum at Leicester-house, permission was given me to examine for this article; and though I was disappointed as to the fossil, I was highly gratified with the sight of several of the shells themselves in high preservation.",0.5984,0.155,0.069,0.776,positive,The Natural History of Selborne
"This bivalve is only known to inhabit the Indian Ocean, where it fixes itself to a zoophyte, known by the name Gorgonia.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"The curious foldings of the suture, the one into the other, the alternate flutings or grooves, and the curved form of my specimen being much easier expressed by the pencil than by words, I have caused it to be drawn and engraved.",0.6249,0.116,0.0,0.884,positive,The Natural History of Selborne
Cornua Ammonis are very common about this village.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"As we were cutting an inclining path up the Hanger, the labourers found them frequently on that steep, just under the soil, in the chalk, and of a considerable size.",-0.128,0.0,0.051,0.949,negative,The Natural History of Selborne
"In the lane above Well-head, in the way to Emshot, they abound in the bank, in a darkish sort of marl; and are usually very small and soft: but in Clay's Pond, a little farther on, at the end of the pit, where the soil is dug out for manure, I have occasionally observed them of large dimensions, perhaps fourteen or sixteen inches in diameter.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"But as these did not consist of firm stone, but were formed of a kind of terra lapidosa, or hardened clay, as soon as they were exposed to the rains and frost they mouldered away.",-0.1154,0.0,0.042,0.958,negative,The Natural History of Selborne
These seemed as if they were a very recent production.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"In the chalk-pit, at the north-west end of the Hanger, large nautili are sometimes observed.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"In the very thickest strata of our freestone, and at considerable depths, well-diggers often find large scallops or pectines, having both shells deeply striated, and ridged and furrowed alternately.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"They are highly impregnated with, if not wholly composed of, the stone of the quarry.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"Letter IV To Thomas Pennant, Esquire As in a former letter the freestone of this place has been only mentioned incidentally, I shall here become more particular.",0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"This stone is in great request for hearth-stones and the beds of ovens: and in lining of lime-kilns it turns to good account; for the workmen use sandy loam instead of mortar; the sand of which fluxes* and runs by the intense heat, and so cases over the whole face of the kiln with a strong vitrified coat like glass, that it is well preserved from injuries of weather, and endures thirty or forty years.",0.9349,0.192,0.0,0.808,positive,The Natural History of Selborne
"When chiseled smooth, it makes elegant fronts for houses, equal in colour and grain to the Bath stone; and superior in one respect, that, when seasoned, it does not scale.",0.8658,0.264,0.0,0.736,positive,The Natural History of Selborne
Decent chimney-pieces are worked from it of much closer and finer grain than Portland; and rooms are floored with it; but it proves rather too soft for this purpose.,0.0,0.0,0.0,1.0,neutral,The Natural History of Selborne
"It is a freestone, cutting in all directions; yet has something of a grain parallel with the horizon, and therefore should not be surbedded, but laid in the same position as it grows in the quarry.",-0.0644,0.0,0.036,0.964,negative,The Natural History of Selborne
"** On the ground abroad this firestone will not succeed for pavements, because, probably, some degree of saltness prevailing within it, the rain tears the slabs to pieces.",-0.5466,0.0,0.148,0.852,negative,The Natural History of Selborne
"*** Though this stone is too hard to be acted on by vinegar, yet both the white part, and even the blue rag, ferments strongly in mineral acids.",0.1779,0.071,0.047,0.881,positive,The Natural History of Selborne
"Though the white stone will not bear wet, yet in every quarry at intervals there are thin strata of blue rag, which resist rain and frost; and are excellent for pitching of stables, paths, and courts, and for building of dry walls against banks, a valuable species of fencing, much in use in this village, and for mending of roads.",0.7783,0.107,0.0,0.893,positive,The Natural History of Selborne
