sentence,compound,positive,negative,neutral,label,title
13.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
MUTUAL AFFINITIES OF ORGANIC BEINGS: MORPHOLOGY: 14.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
RECAPITULATION AND CONCLUSION.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
INDEX DETEAILED CONTENTS.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
ON THE ORIGIN OF SPECIES.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
INTRODUCTION.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER I.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
VARIATION UNDER DOMESTICATION.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Causes of Variability.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Effects of Habit.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Correlation of Growth.,0.3818,0.565,0.0,0.435,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Inheritance.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Character of Domestic Varieties.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Difficulty of distinguishing between Varieties and Species.,-0.34,0.0,0.286,0.714,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Origin of Domestic Varieties from one or more Species.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Domestic Pigeons, their Differences and Origin.",0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Principle of Selection anciently followed, its Effects.",0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Methodical and Unconscious Selection.,0.1531,0.348,0.0,0.652,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Unknown Origin of our Domestic Productions.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Circumstances favourable to Man's power of Selection.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 2.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
VARIATION UNDER NATURE.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Variability.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Individual Differences.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Doubtful species.,-0.34,0.0,0.706,0.294,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Wide ranging, much diffused, and common species vary most.",0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Species of the larger genera in any country vary more than the species of the smaller genera.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Many of the species of the larger genera resemble varieties in being very closely, but unequally, related to each other, and in having restricted ranges.",-0.5267,0.0,0.124,0.876,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 3.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
STRUGGLE FOR EXISTENCE.,-0.3182,0.0,0.535,0.465,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Bears on natural selection.,0.3612,0.455,0.0,0.545,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
The term used in a wide sense.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Geometrical powers of increase.,0.3182,0.434,0.0,0.566,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Rapid increase of naturalised animals and plants.,0.3182,0.277,0.0,0.723,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Nature of the checks to increase.,0.3182,0.315,0.0,0.685,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Competition universal.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Effects of climate.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Protection from the number of individuals.,0.0772,0.206,0.0,0.794,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Complex relations of all animals and plants throughout nature.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Struggle for life most severe between individuals and varieties of the same species; often severe between species of the same genus.,-0.7956,0.0,0.31,0.69,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
The relation of organism to organism the most important of all relations.,0.2716,0.16,0.0,0.84,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 4.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
NATURAL SELECTION.,0.3612,0.714,0.0,0.286,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Natural Selection: its power compared with man's selection, its power on characters of trifling importance, its power at all ages and on both sexes.",0.6124,0.185,0.0,0.815,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Sexual Selection.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On the generality of intercrosses between individuals of the same species.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Circumstances favourable and unfavourable to Natural Selection, namely, intercrossing, isolation, number of individuals.",0.0258,0.23,0.164,0.606,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Slow action.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Extinction caused by Natural Selection.,0.3612,0.385,0.0,0.615,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Divergence of Character, related to the diversity of inhabitants of any small area, and to naturalisation.",0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Action of Natural Selection, through Divergence of Character and Extinction, on the descendants from a common parent.",0.3612,0.143,0.0,0.857,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Explains the Grouping of all organic beings.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 5.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
LAWS OF VARIATION.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Effects of external conditions.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Use and disuse, combined with natural selection; organs of flight and of vision.",0.5423,0.29,0.0,0.71,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Acclimatisation.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Correlation of growth.,0.3818,0.565,0.0,0.435,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Compensation and economy of growth.,0.3818,0.394,0.0,0.606,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
False correlations.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Multiple, rudimentary, and lowly organised structures variable.",-0.25,0.0,0.25,0.75,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Parts developed in an unusual manner are highly variable: specific characters more variable than generic: secondary sexual characters variable.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Species of the same genus vary in an analogous manner.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Reversions to long-lost characters.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Summary.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 6.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
DIFFICULTIES ON THEORY.,-0.296,0.0,0.524,0.476,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Difficulties on the theory of descent with modification.,-0.296,0.0,0.239,0.761,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Transitions.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Absence or rarity of transitional varieties.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Transitions in habits of life.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Diversified habits in the same species.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Species with habits widely different from those of their allies.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Organs of extreme perfection.,0.5719,0.552,0.0,0.448,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Means of transition.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Cases of difficulty.,-0.34,0.0,0.545,0.455,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Natura non facit saltum.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Organs of small importance.,0.3612,0.455,0.0,0.545,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Organs not in all cases absolutely perfect.,0.6115,0.4,0.0,0.6,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
The law of Unity of Type and of the Conditions of Existence embraced by the theory of Natural Selection.,0.3612,0.122,0.0,0.878,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 7.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
INSTINCT.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Instincts comparable with habits, but different in their origin.",0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Instincts graduated.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Aphides and ants.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Instincts variable.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Domestic instincts, their origin.",0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Natural instincts of the cuckoo, ostrich, and parasitic bees.",0.3612,0.238,0.0,0.762,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Slave-making ants.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Hive-bee, its cell-making instinct.",0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Difficulties on the theory of the Natural Selection of instincts.,0.0772,0.197,0.173,0.63,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Neuter or sterile insects.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Summary.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 8.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
HYBRIDISM.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Distinction between the sterility of first crosses and of hybrids.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Sterility various in degree, not universal, affected by close interbreeding, removed by domestication.",0.1139,0.107,0.0,0.893,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Laws governing the sterility of hybrids.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"Sterility not a special endowment, but incidental on other differences.",-0.1603,0.0,0.169,0.831,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Causes of the sterility of first crosses and of hybrids.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Parallelism between the effects of changed conditions of life and crossing.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Fertility of varieties when crossed and of their mongrel offspring not universal.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Hybrids and mongrels compared independently of their fertility.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Summary.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 9.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
ON THE IMPERFECTION OF THE GEOLOGICAL RECORD.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On the absence of intermediate varieties at the present day.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On the nature of extinct intermediate varieties; on their number.,0.0772,0.126,0.0,0.874,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
"On the vast lapse of time, as inferred from the rate of deposition and of denudation.",0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On the poorness of our palæontological collections.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On the intermittence of geological formations.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On the absence of intermediate varieties in any one formation.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On the sudden appearance of groups of species.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On their sudden appearance in the lowest known fossiliferous strata.,-0.3818,0.0,0.224,0.776,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
CHAPTER 10.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
ON THE GEOLOGICAL SUCCESSION OF ORGANIC BEINGS.,0.2023,0.231,0.0,0.769,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On the slow and successive appearance of new species.,0.2732,0.208,0.0,0.792,positive,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On their different rates of change.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Species once lost do not reappear.,-0.3182,0.0,0.315,0.685,negative,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
Groups of species follow the same general rules in their appearance and disappearance as do single species.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
On Extinction.,0.0,0.0,0.0,1.0,neutral,"On the Origin of Species By Means of Natural Selection / Or, the Preservation of Favoured Races in the Struggle for Life"
