sentence,compound,positive,negative,neutral,label,title
Scarcely any artist will hesitate in the choice between money and attention; and it was primarily for that last and better sort of pay that the short stories of the 'nineties were written.,0.1027,0.08,0.096,0.824,positive,"The Country of the Blind, and Other Stories"
"People talked about them tremendously, compared them, and ranked them.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
That was the thing that mattered.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"It was not, of course, all good talk, and we suffered then, as now, from the ` priori critic.",-0.34,0.125,0.228,0.647,negative,"The Country of the Blind, and Other Stories"
"Just as nowadays he goes about declaring that the work of such-and-such a dramatist is all very amusing and delightful, but ""it isn't a Play,"" so we' had a great deal of talk about the short story, and found ourselves measured by all kinds of arbitrary standards.",0.8891,0.204,0.0,0.796,positive,"The Country of the Blind, and Other Stories"
"There was a tendency to treat the short story as though it was as definable a form as the sonnet, instead of being just exactly what any one of courage and imagination can get told in twenty minutes' reading or so.",0.7096,0.138,0.0,0.862,positive,"The Country of the Blind, and Other Stories"
It was either Mr. Edward Garnett or Mr. George Moore in a violently anti-Kipling mood who invented the distinction between the short story and the anecdote.,-0.5859,0.0,0.137,0.863,negative,"The Country of the Blind, and Other Stories"
The short story was Maupassant; the anecdote was damnable.,-0.4019,0.0,0.252,0.748,negative,"The Country of the Blind, and Other Stories"
"It was a quite infernal comment in its way, because it permitted no defence.",-0.2023,0.096,0.151,0.753,negative,"The Country of the Blind, and Other Stories"
Fools caught it up and used it freely.,-0.0772,0.24,0.264,0.496,negative,"The Country of the Blind, and Other Stories"
Nothing is so destructive in a field of artistic effort as a stock term of abuse.,-0.8838,0.0,0.437,0.563,negative,"The Country of the Blind, and Other Stories"
"Anyone could say of any short story, ""A mere anecdote,"" just as anyone can say ""Incoherent!""",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
of any novel or of any sonata that isn't studiously monotonous.,0.3182,0.187,0.0,0.813,positive,"The Country of the Blind, and Other Stories"
"The recession of enthusiasm for this compact, amusing form is closely associated in my mind with that discouraging imputation.",-0.0516,0.21,0.218,0.573,negative,"The Country of the Blind, and Other Stories"
"One felt hopelessly open to a paralysing and unanswerable charge, and one's ease and happiness in the garden of one's fancies was more and more marred by the dread of it.",-0.0258,0.159,0.162,0.679,neutral,"The Country of the Blind, and Other Stories"
"It crept into one's mind, a distress as vague and inexpugnable as a sea fog on a spring morning, and presently one shivered and wanted to go indoors...It is the absurd fate of the imaginative writer that he should be thus sensitive to atmospheric conditions.",-0.5859,0.0,0.107,0.893,negative,"The Country of the Blind, and Other Stories"
"But after one has died as a maker one may still live as a critic, and I will confess I am all for laxness and variety in this as in every field of art.",-0.8201,0.0,0.212,0.788,negative,"The Country of the Blind, and Other Stories"
Insistence upon rigid forms and austere unities seems to me the instinctive reaction of the sterile against the fecund.,-0.128,0.0,0.077,0.923,negative,"The Country of the Blind, and Other Stories"
It is the tired man with a headache who values a work of art for what it does not contain.,-0.0516,0.125,0.134,0.741,negative,"The Country of the Blind, and Other Stories"
"I suppose it is the lot of every critic nowadays to suffer from indigestion and a fatigued appreciation, and to develop a self-protective tendency towards rules that will reject, as it were, automatically the more abundant and irregular forms.",-0.7506,0.073,0.238,0.689,negative,"The Country of the Blind, and Other Stories"
"But this world is not for the weary, and in the long-run it is the new and variant that matter.",0.3337,0.158,0.0,0.842,positive,"The Country of the Blind, and Other Stories"
"I refuse altogether to recognise any hard and fast type for the Short Story, any more than I admit any limitation upon the liberties of the Small Picture.",0.1477,0.167,0.18,0.653,positive,"The Country of the Blind, and Other Stories"
"The short story is a fiction that may be read in something under an hour, and so that it is moving and delightful, it does not matter whether it is as ""trivial"" as a Japanese print of insects seen closely between grass stems, or as spacious as the prospect of the plain of Italy from Monte Mottarone.",0.7119,0.102,0.018,0.88,positive,"The Country of the Blind, and Other Stories"
"It does not matter whether it is human or inhuman, or whether it leaves you thinking deeply or radiantly but superficially pleased.",0.681,0.22,0.04,0.74,positive,"The Country of the Blind, and Other Stories"
"Some things are more easily done as short stories than others and more abundantly done, but one of the many pleasures of short-story writing is to achieve the impossible.",0.6904,0.174,0.0,0.826,positive,"The Country of the Blind, and Other Stories"
"At any rate, that is the present writer's conception of the art of the short story, as the jolly art of making something very bright and moving; it may be horrible or pathetic or funny or beautiful or profoundly illuminating, having only this essential, that it should take from fifteen to fifty minutes to read aloud.",0.7264,0.189,0.102,0.709,positive,"The Country of the Blind, and Other Stories"
All the rest is just whatever invention and imagination and the mood can give--a vision of buttered slides on a busy day or of unprecedented worlds.,0.25,0.077,0.0,0.923,positive,"The Country of the Blind, and Other Stories"
In that spirit of miscellaneous expectation these stories should be received.,0.1779,0.145,0.0,0.855,positive,"The Country of the Blind, and Other Stories"
"Each is intended to be a thing by itself; and if it is not too ungrateful to kindly and enterprising publishers, I would confess I would much prefer to see each printed expensively alone, and left in a little brown-paper cover to lie about a room against the needs of a quite casual curiosity.",0.8431,0.197,0.036,0.767,positive,"The Country of the Blind, and Other Stories"
And I would rather this volume were found in the bedrooms of convalescents and in dentists' parlours and railway trains than in gentlemen's studies.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
I would rather have it dipped in and dipped in again than read severely through.,-0.4588,0.0,0.188,0.812,negative,"The Country of the Blind, and Other Stories"
"Essentially it is a miscellany of inventions, many of which were very pleasant to write; and its end is more than attained if some of them are refreshing and agreeable to read.",0.7501,0.181,0.0,0.819,positive,"The Country of the Blind, and Other Stories"
"I have now re-read them all, and I am glad to think I wrote them.",0.4588,0.214,0.0,0.786,positive,"The Country of the Blind, and Other Stories"
"I like them, but I cannot tell how much the associations of old happinesses gives them a flavour for me.",0.1901,0.099,0.0,0.901,positive,"The Country of the Blind, and Other Stories"
I make no claims for them and no apology; they will be read as long as people read them.,-0.4939,0.058,0.214,0.728,negative,"The Country of the Blind, and Other Stories"
"Things written either live or die; unless it be for a place of judgment upon Academic impostors, there is no apologetic intermediate state.",-0.7269,0.0,0.234,0.766,negative,"The Country of the Blind, and Other Stories"
"I may add that I have tried to set a date to most of these stories, but that they are not arranged in strictly chronological order.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
H. G. WELLS.,0.25,0.5,0.0,0.5,positive,"The Country of the Blind, and Other Stories"
I.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
-- THE JILTING OF JANE.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"As I sit writing in my study, I can hear our Jane bumping her way downstairs with a brush and dust-pan.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"She used in the old days to sing hymn tunes, or the British national song for the time being, to these instruments, but latterly she has been silent and even careful over her work.",0.2263,0.054,0.0,0.946,positive,"The Country of the Blind, and Other Stories"
"Time was when I prayed with fervour for such silence, and my wife with sighs for such care, but now they have come we are not so glad as we might have anticipated we should be.",-0.4734,0.053,0.106,0.84,negative,"The Country of the Blind, and Other Stories"
"Indeed, I would rejoice secretly, though it may be unmanly weakness to admit it, even to hear Jane sing ""Daisy,"" or, by the fracture of any plate but one of Euphemia's best green ones, to learn that the period of brooding has come to an end.",0.8126,0.197,0.036,0.766,positive,"The Country of the Blind, and Other Stories"
Yet how we longed to hear the last of Jane's young man before we heard the last of him!,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"Jane was always very free with her conversation to my wife, and discoursed admirably in the kitchen on a variety of topics--so well, indeed, that I sometimes left my study door open--our house is a small one--to partake of it.",0.8479,0.213,0.0,0.787,positive,"The Country of the Blind, and Other Stories"
"But after William came, it was always William, nothing but William; William this and William that; and when we thought William was worked out and exhausted altogether, then William all over again.",-0.5023,0.0,0.095,0.905,negative,"The Country of the Blind, and Other Stories"
"The engagement lasted altogether three years; yet how she got introduced to William, and so became thus saturated with him, was always a secret.",0.4588,0.12,0.0,0.88,positive,"The Country of the Blind, and Other Stories"
"For my part, I believe it was at the street corner where the Rev.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
Barnabas Baux used to hold an open-air service after evensong on Sundays.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
Young Cupids were wont to flit like moths round the paraffin flare of that centre of High Church hymn-singing.,-0.2755,0.0,0.105,0.895,negative,"The Country of the Blind, and Other Stories"
"I fancy she stood singing hymns there, out of memory and her imagination, instead of coming home to get supper, and William came up beside her and said, ""Hello!""",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"""Hello yourself!""",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"she said; and etiquette being satisfied, they proceeded to talk together.",0.4215,0.219,0.0,0.781,positive,"The Country of the Blind, and Other Stories"
"As Euphemia has a reprehensible way of letting her servants talk to her, she soon heard of him.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"""He is such a respectable young man, ma'am,"" said Jane, ""you don't know.""",0.4404,0.209,0.0,0.791,positive,"The Country of the Blind, and Other Stories"
"Ignoring the slur cast on her acquaintance, my wife inquired further about this William.",-0.4019,0.0,0.172,0.828,negative,"The Country of the Blind, and Other Stories"
"""He is second porter at Maynard's, the draper's,"" said Jane, ""and gets eighteen shillings--nearly a pound--a week, m'm; and when the head porter leaves he will be head porter.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"His relatives are quite superior people, m'm.",0.5849,0.387,0.0,0.613,positive,"The Country of the Blind, and Other Stories"
Not labouring people at all.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"His father was a greengrosher, m'm, and had a churnor, and he was bankrup' twice.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
And one of his sisters is in a Home for the Dying.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"It will be a very good match for me, m'm,"" said Jane, ""me being an orphan girl.""",0.4927,0.176,0.0,0.824,positive,"The Country of the Blind, and Other Stories"
"""Then you are engaged to him?""",0.4019,0.351,0.0,0.649,positive,"The Country of the Blind, and Other Stories"
asked my wife.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"""Not engaged, ma'am; but he is saving money to buy a ring--hammyfist.""",-0.1603,0.0,0.14,0.86,negative,"The Country of the Blind, and Other Stories"
"""Well, Jane, when you are properly engaged to him you may ask him round here on Sunday afternoons, and have tea with him in the kitchen;"" for my Euphemia has a motherly conception of her duty towards her maid-servants.",0.4019,0.068,0.0,0.932,positive,"The Country of the Blind, and Other Stories"
"And presently the amethystine ring was being worn about the house, even with ostentation, and Jane developed a new way of bringing in the joint so that this gage was evident.",-0.296,0.0,0.071,0.929,negative,"The Country of the Blind, and Other Stories"
"The elder Miss Maitland was aggrieved by it, and told my wife that servants ought not to wear rings.",-0.1531,0.0,0.082,0.918,negative,"The Country of the Blind, and Other Stories"
"But my wife looked it up in Enquire Within and Mrs. Motherly's Book of Household Management , and found no prohibition.",-0.4215,0.0,0.128,0.872,negative,"The Country of the Blind, and Other Stories"
So Jane remained with this happiness added to her love.,0.8573,0.514,0.0,0.486,positive,"The Country of the Blind, and Other Stories"
The treasure of Jane's heart appeared to me to be what respectable people call a very deserving young man.,0.6249,0.242,0.0,0.758,positive,"The Country of the Blind, and Other Stories"
"""William, ma'am,"" said Jane one day suddenly, with ill-concealed complacency, as she counted out the beer bottles, ""William, ma'am, is a teetotaller.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"Yes, m'm; and he don't smoke.",0.4019,0.351,0.0,0.649,positive,"The Country of the Blind, and Other Stories"
"Smoking, ma'am,"" said Jane, as one who reads the heart, "" do make such a dust about.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
Beside the waste of money.,-0.4215,0.0,0.412,0.588,negative,"The Country of the Blind, and Other Stories"
And the smell.,0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"However, I suppose they got to do it--some of them..."" William was at first a rather shabby young man of the ready-made black coat school of costume.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"He had watery gray eyes, and a complexion appropriate to the brother of one in a Home for the Dying.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"Euphemia did not fancy him very much, even at the beginning.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"His eminent respectability was vouched for by an alpaca umbrella, from which he never allowed himself to be parted.",0.5267,0.159,0.0,0.841,positive,"The Country of the Blind, and Other Stories"
"""He goes to chapel,"" said Jane.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"""His papa, ma'am----"" ""His what , Jane?""",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"""His papa, ma'am, was Church: but Mr. Maynard is a Plymouth Brother, and William thinks it Policy, ma'am, to go there too.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"Mr. Maynard comes and talks to him quite friendly when they ain't busy, about using up all the ends of string, and about his soul.",0.5413,0.127,0.0,0.873,positive,"The Country of the Blind, and Other Stories"
"He takes a lot of notice, do Mr. Maynard, of William, and the way he saves his soul, ma'am.""",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"Presently we heard that the head porter at Maynard's had left, and that William was head porter at twenty-three shillings a week.",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
"""He is really kind of over the man who drives the van,"" said Jane, ""and him married, with three children.""",0.0,0.0,0.0,1.0,neutral,"The Country of the Blind, and Other Stories"
And she promised in the pride of her heart to make interest for us with William to favour us so that we might get our parcels of drapery from Maynard's with exceptional promptitude.,0.8689,0.271,0.0,0.729,positive,"The Country of the Blind, and Other Stories"
