sentence,compound,positive,negative,neutral,label,title
The hound in the red jersey.,0.0,0.0,0.0,1.0,neutral,The Railway Children
Chapter XII.,0.0,0.0,0.0,1.0,neutral,The Railway Children
What Bobbie brought home.,0.0,0.0,0.0,1.0,neutral,The Railway Children
Chapter XIII.,0.0,0.0,0.0,1.0,neutral,The Railway Children
The hound's grandfather.,0.0,0.0,0.0,1.0,neutral,The Railway Children
Chapter XIV.,0.0,0.0,0.0,1.0,neutral,The Railway Children
The End.,0.0,0.0,0.0,1.0,neutral,The Railway Children
Chapter I.,0.0,0.0,0.0,1.0,neutral,The Railway Children
The beginning of things.,0.0,0.0,0.0,1.0,neutral,The Railway Children
They were not railway children to begin with.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"I don't suppose they had ever thought about railways except as a means of getting to Maskelyne and Cook's, the Pantomime, Zoological Gardens, and Madame Tussaud's.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"They were just ordinary suburban children, and they lived with their Father and Mother in an ordinary red-brick-fronted villa, with coloured glass in the front door, a tiled passage that was called a hall, a bath-room with hot and cold water, electric bells, French windows, and a good deal of white paint, and 'every modern convenience', as the house-agents say.",0.4404,0.05,0.0,0.95,positive,The Railway Children
There were three of them.,0.0,0.0,0.0,1.0,neutral,The Railway Children
Roberta was the eldest.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"Of course, Mothers never have favourites, but if their Mother HAD had a favourite, it might have been Roberta.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"Next came Peter, who wished to be an Engineer when he grew up; and the youngest was Phyllis, who meant extremely well.",0.3384,0.102,0.0,0.898,positive,The Railway Children
"Mother did not spend all her time in paying dull calls to dull ladies, and sitting dully at home waiting for dull ladies to pay calls to her.",-0.8625,0.0,0.335,0.665,negative,The Railway Children
"She was almost always there, ready to play with the children, and read to them, and help them to do their home-lessons.",0.7458,0.279,0.0,0.721,positive,The Railway Children
"Besides this she used to write stories for them while they were at school, and read them aloud after tea, and she always made up funny pieces of poetry for their birthdays and for other great occasions, such as the christening of the new kittens, or the refurnishing of the doll's house, or the time when they were getting over the mumps.",0.7906,0.104,0.0,0.896,positive,The Railway Children
"These three lucky children always had everything they needed: pretty clothes, good fires, a lovely nursery with heaps of toys, and a Mother Goose wall-paper.",0.9136,0.401,0.0,0.599,positive,The Railway Children
"They had a kind and merry nursemaid, and a dog who was called James, and who was their very own.",0.7845,0.301,0.0,0.699,positive,The Railway Children
"They also had a Father who was just perfect--never cross, never unjust, and always ready for a game--at least, if at any time he was NOT ready, he always had an excellent reason for it, and explained the reason to the children so interestingly and funnily that they felt sure he couldn't help himself.",0.9524,0.306,0.034,0.661,positive,The Railway Children
You will think that they ought to have been very happy.,0.6115,0.285,0.0,0.715,positive,The Railway Children
"And so they were, but they did not know HOW happy till the pretty life in the Red Villa was over and done with, and they had to live a very different life indeed.",0.078,0.109,0.102,0.789,positive,The Railway Children
The dreadful change came quite suddenly.,-0.4404,0.0,0.367,0.633,negative,The Railway Children
Peter had a birthday--his tenth.,0.0,0.0,0.0,1.0,neutral,The Railway Children
Among his other presents was a model engine more perfect than you could ever have dreamed of.,0.6115,0.21,0.0,0.79,positive,The Railway Children
"The other presents were full of charm, but the Engine was fuller of charm than any of the others were.",0.6597,0.231,0.0,0.769,positive,The Railway Children
Its charm lasted in its full perfection for exactly three days.,0.7506,0.416,0.0,0.584,positive,The Railway Children
"Then, owing either to Peter's inexperience or Phyllis's good intentions, which had been rather pressing, or to some other cause, the Engine suddenly went off with a bang.",0.4404,0.1,0.0,0.9,positive,The Railway Children
James was so frightened that he went out and did not come back all day.,-0.5777,0.0,0.211,0.789,negative,The Railway Children
"All the Noah's Ark people who were in the tender were broken to bits, but nothing else was hurt except the poor little engine and the feelings of Peter.",-0.3687,0.102,0.173,0.725,negative,The Railway Children
"The others said he cried over it--but of course boys of ten do not cry, however terrible the tragedies may be which darken their lot.",-0.1007,0.162,0.174,0.664,negative,The Railway Children
He said that his eyes were red because he had a cold.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"This turned out to be true, though Peter did not know it was when he said it, the next day he had to go to bed and stay there.",0.4215,0.091,0.0,0.909,positive,The Railway Children
"Mother began to be afraid that he might be sickening for measles, when suddenly he sat up in bed and said: ""I hate gruel--I hate barley water--I hate bread and milk.",-0.9382,0.0,0.349,0.651,negative,The Railway Children
"I want to get up and have something REAL to eat.""",0.0772,0.126,0.0,0.874,positive,The Railway Children
"""What would you like?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
Mother asked.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""A pigeon-pie,"" said Peter, eagerly, ""a large pigeon-pie.",0.3818,0.271,0.0,0.729,positive,The Railway Children
"A very large one.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
So Mother asked the Cook to make a large pigeon-pie.,0.0,0.0,0.0,1.0,neutral,The Railway Children
The pie was made.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"And when the pie was made, it was cooked.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"And when it was cooked, Peter ate some of it.",0.0,0.0,0.0,1.0,neutral,The Railway Children
After that his cold was better.,0.4404,0.367,0.0,0.633,positive,The Railway Children
Mother made a piece of poetry to amuse him while the pie was being made.,0.4019,0.172,0.0,0.828,positive,The Railway Children
"It began by saying what an unfortunate but worthy boy Peter was, then it went on: He had an engine that he loved With all his heart and soul, And if he had a wish on earth It was to keep it whole.",0.9144,0.242,0.038,0.72,positive,The Railway Children
"One day--my friends, prepare your minds; I'm coming to the worst-- Quite suddenly a screw went mad, And then the boiler burst!",-0.2664,0.118,0.197,0.685,negative,The Railway Children
"With gloomy face he picked it up And took it to his Mother, Though even he could not suppose That she could make another; For those who perished on the line He did not seem to care, His engine being more to him Than all the people there.",-0.4986,0.0,0.084,0.916,negative,The Railway Children
And now you see the reason why Our Peter has been ill: He soothes his soul with pigeon-pie His gnawing grief to kill.,-0.8934,0.0,0.349,0.651,negative,The Railway Children
"He wraps himself in blankets warm And sleeps in bed till late, Determined thus to overcome His miserable fate.",0.0258,0.183,0.136,0.681,neutral,The Railway Children
"And if his eyes are rather red, His cold must just excuse it: Offer him pie; you may be sure He never will refuse it.",0.5405,0.2,0.0,0.8,positive,The Railway Children
Father had been away in the country for three or four days.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"All Peter's hopes for the curing of his afflicted Engine were now fixed on his Father, for Father was most wonderfully clever with his fingers.",0.8304,0.304,0.074,0.622,positive,The Railway Children
He could mend all sorts of things.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"He had often acted as veterinary surgeon to the wooden rocking-horse; once he had saved its life when all human aid was despaired of, and the poor creature was given up for lost, and even the carpenter said he didn't see his way to do anything.",-0.743,0.052,0.169,0.779,negative,The Railway Children
"And it was Father who mended the doll's cradle when no one else could; and with a little glue and some bits of wood and a pen-knife made all the Noah's Ark beasts as strong on their pins as ever they were, if not stronger.",-0.0217,0.069,0.092,0.839,neutral,The Railway Children
"Peter, with heroic unselfishness, did not say anything about his Engine till after Father had had his dinner and his after-dinner cigar.",0.5574,0.146,0.0,0.854,positive,The Railway Children
The unselfishness was Mother's idea--but it was Peter who carried it out.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"And needed a good deal of patience, too.",0.4404,0.326,0.0,0.674,positive,The Railway Children
"At last Mother said to Father, ""Now, dear, if you're quite rested, and quite comfy, we want to tell you about the great railway accident, and ask your advice.""",0.6326,0.227,0.085,0.687,positive,The Railway Children
"""All right,"" said Father, ""fire away!""",-0.4003,0.0,0.35,0.65,negative,The Railway Children
"So then Peter told the sad tale, and fetched what was left of the Engine.",-0.4767,0.0,0.181,0.819,negative,The Railway Children
"""Hum,"" said Father, when he had looked the Engine over very carefully.",0.2006,0.14,0.0,0.86,positive,The Railway Children
The children held their breaths.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Is there NO hope?""",-0.4466,0.0,0.494,0.506,negative,The Railway Children
"said Peter, in a low, unsteady voice.",-0.2732,0.0,0.296,0.704,negative,The Railway Children
"""Hope?",0.0,0.0,0.0,1.0,neutral,The Railway Children
Rather!,0.0,0.0,0.0,1.0,neutral,The Railway Children
"Tons of it,"" said Father, cheerfully; ""but it'll want something besides hope--a bit of brazing say, or some solder, and a new valve.",0.3612,0.149,0.0,0.851,positive,The Railway Children
I think we'd better keep it for a rainy day.,0.3818,0.284,0.127,0.588,positive,The Railway Children
"In other words, I'll give up Saturday afternoon to it, and you shall all help me.""",0.4019,0.153,0.0,0.847,positive,The Railway Children
"""CAN girls help to mend engines?""",0.4019,0.351,0.0,0.649,positive,The Railway Children
Peter asked doubtfully.,-0.296,0.0,0.524,0.476,negative,The Railway Children
"""Of course they can.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"Girls are just as clever as boys, and don't you forget it!",0.607,0.331,0.0,0.669,positive,The Railway Children
"How would you like to be an engine-driver, Phil?""",0.3612,0.238,0.0,0.762,positive,The Railway Children
"""My face would be always dirty, wouldn't it?""",-0.4404,0.0,0.293,0.707,negative,The Railway Children
"said Phyllis, in unenthusiastic tones, ""and I expect I should break something.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I should just love it,"" said Roberta--""do you think I could when I'm grown up, Daddy?",0.6369,0.231,0.0,0.769,positive,The Railway Children
"Or even a stoker?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""You mean a fireman,"" said Daddy, pulling and twisting at the engine.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Well, if you still wish it, when you're grown up, we'll see about making you a fire-woman.",0.4019,0.153,0.0,0.847,positive,The Railway Children
"I remember when I was a boy--"" Just then there was a knock at the front door.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Who on earth!""",0.0,0.0,0.0,1.0,neutral,The Railway Children
said Father.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""An Englishman's house is his castle, of course, but I do wish they built semi-detached villas with moats and drawbridges.""",0.5499,0.165,0.0,0.835,positive,The Railway Children
Ruth--she was the parlour-maid and had red hair--came in and said that two gentlemen wanted to see the master.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I've shown them into the Library, Sir,"" said she.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I expect it's the subscription to the Vicar's testimonial,"" said Mother, ""or else it's the choir holiday fund.",0.4019,0.137,0.0,0.863,positive,The Railway Children
"Get rid of them quickly, dear.",0.3818,0.342,0.0,0.658,positive,The Railway Children
"It does break up an evening so, and it's nearly the children's bedtime.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
But Father did not seem to be able to get rid of the gentlemen at all quickly.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I wish we HAD got a moat and drawbridge,"" said Roberta; ""then, when we didn't want people, we could just pull up the drawbridge and no one else could get in.",0.0716,0.082,0.103,0.815,positive,The Railway Children
"I expect Father will have forgotten about when he was a boy if they stay much longer.""",-0.2263,0.0,0.119,0.881,negative,The Railway Children
"Mother tried to make the time pass by telling them a new fairy story about a Princess with green eyes, but it was difficult because they could hear the voices of Father and the gentlemen in the Library, and Father's voice sounded louder and different to the voice he generally used to people who came about testimonials and holiday funds.",0.0772,0.057,0.052,0.892,positive,The Railway Children
"Then the Library bell rang, and everyone heaved a breath of relief.",0.4767,0.237,0.0,0.763,positive,The Railway Children
"""They're going now,"" said Phyllis; ""he's rung to have them shown out.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"But instead of showing anybody out, Ruth showed herself in, and she looked queer, the children thought.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Please'm,"" she said, ""the Master wants you to just step into the study.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"He looks like the dead, mum; I think he's had bad news.",-0.743,0.137,0.426,0.437,negative,The Railway Children
"You'd best prepare yourself for the worst, 'm--p'raps it's a death in the family or a bank busted or--"" ""That'll do, Ruth,"" said Mother gently; ""you can go.""",-0.2023,0.194,0.215,0.591,negative,The Railway Children
Then Mother went into the Library.,0.0,0.0,0.0,1.0,neutral,The Railway Children
There was more talking.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"Then the bell rang again, and Ruth fetched a cab.",0.0,0.0,0.0,1.0,neutral,The Railway Children
The children heard boots go out and down the steps.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"The cab drove away, and the front door shut.",0.0,0.0,0.0,1.0,neutral,The Railway Children
Then Mother came in.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"Her dear face was as white as her lace collar, and her eyes looked very big and shining.",0.3818,0.133,0.0,0.867,positive,The Railway Children
Her mouth looked like just a line of pale red--her lips were thin and not their proper shape at all.,0.3612,0.122,0.0,0.878,positive,The Railway Children
"""It's bedtime,"" she said.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Ruth will put you to bed.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""But you promised we should sit up late tonight because Father's come home,"" said Phyllis.",0.5023,0.188,0.0,0.812,positive,The Railway Children
"""Father's been called away--on business,"" said Mother.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Come, darlings, go at once.""",0.4939,0.444,0.0,0.556,positive,The Railway Children
They kissed her and went.,0.3818,0.394,0.0,0.606,positive,The Railway Children
"Roberta lingered to give Mother an extra hug and to whisper: ""It wasn't bad news, Mammy, was it?",0.714,0.271,0.0,0.729,positive,The Railway Children
"Is anyone dead--or--"" ""Nobody's dead--no,"" said Mother, and she almost seemed to push Roberta away.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I can't tell you anything tonight, my pet.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"Go, dear, go NOW.""",0.3818,0.464,0.0,0.536,positive,The Railway Children
So Roberta went.,0.0,0.0,0.0,1.0,neutral,The Railway Children
Ruth brushed the girls' hair and helped them to undress.,0.0,0.0,0.0,1.0,neutral,The Railway Children
(Mother almost always did this herself.),0.0,0.0,0.0,1.0,neutral,The Railway Children
"When she had turned down the gas and left them she found Peter, still dressed, waiting on the stairs.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I say, Ruth, what's up?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
he asked.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Don't ask me no questions and I won't tell you no lies,"" the red-headed Ruth replied.",0.4168,0.225,0.0,0.775,positive,The Railway Children
"""You'll know soon enough.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
Late that night Mother came up and kissed all three children as they lay asleep.,0.3818,0.157,0.0,0.843,positive,The Railway Children
"But Roberta was the only one whom the kiss woke, and she lay mousey-still, and said nothing.",0.5719,0.188,0.0,0.812,positive,The Railway Children
"""If Mother doesn't want us to know she's been crying,"" she said to herself as she heard through the dark the catching of her Mother's breath, ""we WON'T know it.",-0.0572,0.0,0.04,0.96,negative,The Railway Children
"That's all.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"When they came down to breakfast the next morning, Mother had already gone out.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""To London,"" Ruth said, and left them to their breakfast.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""There's something awful the matter,"" said Peter, breaking his egg.",-0.4588,0.0,0.25,0.75,negative,The Railway Children
"""Ruth told me last night we should know soon enough.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Did you ASK her?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"said Roberta, with scorn.",-0.4019,0.0,0.474,0.526,negative,The Railway Children
"""Yes, I did!""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"said Peter, angrily.",-0.4215,0.0,0.583,0.417,negative,The Railway Children
"""If you could go to bed without caring whether Mother was worried or not, I couldn't.",-0.5897,0.0,0.271,0.729,negative,The Railway Children
"So there.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I don't think we ought to ask the servants things Mother doesn't tell us,"" said Roberta.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""That's right, Miss Goody-goody,"" said Peter, ""preach away.""",-0.1531,0.0,0.186,0.814,negative,The Railway Children
"""I'M not goody,"" said Phyllis, ""but I think Bobbie's right this time.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Of course.",0.0,0.0,0.0,1.0,neutral,The Railway Children
She always is.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"In her own opinion,"" said Peter.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Oh, DON'T!""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"cried Roberta, putting down her egg-spoon; ""don't let's be horrid to each other.",0.0644,0.173,0.158,0.669,positive,The Railway Children
I'm sure some dire calamity is happening.,-0.1779,0.223,0.291,0.485,negative,The Railway Children
"Don't let's make it worse!""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Who began, I should like to know?""",0.3612,0.333,0.0,0.667,positive,The Railway Children
said Peter.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"Roberta made an effort, and answered:-- ""I did, I suppose, but--"" ""Well, then,"" said Peter, triumphantly.",0.5106,0.191,0.0,0.809,positive,The Railway Children
But before he went to school he thumped his sister between the shoulders and told her to cheer up.,0.6652,0.198,0.0,0.802,positive,The Railway Children
"The children came home to one o'clock dinner, but Mother was not there.",0.0,0.0,0.0,1.0,neutral,The Railway Children
And she was not there at tea-time.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"It was nearly seven before she came in, looking so ill and tired that the children felt they could not ask her any questions.",-0.777,0.0,0.236,0.764,negative,The Railway Children
She sank into an arm-chair.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"Phyllis took the long pins out of her hat, while Roberta took off her gloves, and Peter unfastened her walking-shoes and fetched her soft velvety slippers for her.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"When she had had a cup of tea, and Roberta had put eau-de-Cologne on her poor head that ached, Mother said:-- ""Now, my darlings, I want to tell you something.",-0.296,0.132,0.167,0.702,negative,The Railway Children
"Those men last night did bring very bad news, and Father will be away for some time.",-0.5849,0.0,0.192,0.808,negative,The Railway Children
"I am very worried about it, and I want you all to help me, and not to make things harder for me.""",0.1298,0.17,0.106,0.724,positive,The Railway Children
"""As if we would!""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"said Roberta, holding Mother's hand against her face.",0.4939,0.314,0.0,0.686,positive,The Railway Children
"""You can help me very much,"" said Mother, ""by being good and happy and not quarrelling when I'm away""--Roberta and Peter exchanged guilty glances--""for I shall have to be away a good deal.""",0.8555,0.298,0.068,0.634,positive,The Railway Children
"""We won't quarrel.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"Indeed we won't,"" said everybody.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"And meant it, too.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Then,"" Mother went on, ""I want you not to ask me any questions about this trouble; and not to ask anybody else any questions.""",-0.4263,0.049,0.118,0.833,negative,The Railway Children
Peter cringed and shuffled his boots on the carpet.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""You'll promise this, too, won't you?""",0.3182,0.315,0.0,0.685,positive,The Railway Children
said Mother.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I did ask Ruth,"" said Peter, suddenly.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I'm very sorry, but I did.""",-0.0763,0.0,0.245,0.755,negative,The Railway Children
"""And what did she say?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""She said I should know soon enough.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""It isn't necessary for you to know anything about it,"" said Mother; ""it's about business, and you never do understand business, do you?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""No,"" said Roberta; ""is it something to do with Government?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
For Father was in a Government Office.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Yes,"" said Mother.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Now it's bed-time, my darlings.",0.4939,0.444,0.0,0.556,positive,The Railway Children
And don't YOU worry.,0.3412,0.445,0.0,0.555,positive,The Railway Children
"It'll all come right in the end.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Then don't YOU worry either, Mother,"" said Phyllis, ""and we'll all be as good as gold.""",0.6492,0.275,0.0,0.725,positive,The Railway Children
Mother sighed and kissed them.,0.3818,0.394,0.0,0.606,positive,The Railway Children
"""We'll begin being good the first thing tomorrow morning,"" said Peter, as they went upstairs.",0.4404,0.172,0.0,0.828,positive,The Railway Children
"""Why not NOW?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
said Roberta.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""There's nothing to be good ABOUT now, silly,"" said Peter.",-0.3412,0.0,0.211,0.789,negative,The Railway Children
"""We might begin to try to FEEL good,"" said Phyllis, ""and not call names.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Who's calling names?""",0.0,0.0,0.0,1.0,neutral,The Railway Children
said Peter.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Bobbie knows right enough that when I say 'silly', it's just the same as if I said Bobbie.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""WELL,"" said Roberta.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""No, I don't mean what you mean.",0.0,0.0,0.0,1.0,neutral,The Railway Children
I mean it's just a--what is it Father calls it?--a germ of endearment!,0.0,0.0,0.0,1.0,neutral,The Railway Children
"Good night.""",0.4404,0.744,0.0,0.256,positive,The Railway Children
The girls folded up their clothes with more than usual neatness--which was the only way of being good that they could think of.,0.4404,0.116,0.0,0.884,positive,The Railway Children
"""I say,"" said Phyllis, smoothing out her pinafore, ""you used to say it was so dull--nothing happening, like in books.",0.4144,0.127,0.0,0.873,positive,The Railway Children
"Now something HAS happened.""",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""I never wanted things to happen to make Mother unhappy,"" said Roberta.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"""Everything's perfectly horrid.""",0.6369,0.677,0.0,0.323,positive,The Railway Children
Everything continued to be perfectly horrid for some weeks.,0.1779,0.286,0.238,0.476,positive,The Railway Children
Mother was nearly always out.,0.0,0.0,0.0,1.0,neutral,The Railway Children
Meals were dull and dirty.,-0.6808,0.0,0.651,0.349,negative,The Railway Children
"The between-maid was sent away, and Aunt Emma came on a visit.",0.0,0.0,0.0,1.0,neutral,The Railway Children
Aunt Emma was much older than Mother.,0.0,0.0,0.0,1.0,neutral,The Railway Children
She was going abroad to be a governess.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"She was very busy getting her clothes ready, and they were very ugly, dingy clothes, and she had them always littering about, and the sewing-machine seemed to whir--on and on all day and most of the night.",-0.2716,0.061,0.087,0.852,negative,The Railway Children
Aunt Emma believed in keeping children in their proper places.,0.0,0.0,0.0,1.0,neutral,The Railway Children
And they more than returned the compliment.,0.4767,0.341,0.0,0.659,positive,The Railway Children
Their idea of Aunt Emma's proper place was anywhere where they were not.,0.0,0.0,0.0,1.0,neutral,The Railway Children
So they saw very little of her.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"They preferred the company of the servants, who were more amusing.",0.4391,0.224,0.0,0.776,positive,The Railway Children
"Cook, if in a good temper, could sing comic songs, and the housemaid, if she happened not to be offended with you, could imitate a hen that has laid an egg, a bottle of champagne being opened, and could mew like two cats fighting.",0.466,0.188,0.107,0.705,positive,The Railway Children
The servants never told the children what the bad news was that the gentlemen had brought to Father.,-0.5423,0.0,0.171,0.829,negative,The Railway Children
But they kept hinting that they could tell a great deal if they chose--and this was not comfortable.,0.4761,0.233,0.147,0.62,positive,The Railway Children
"One day when Peter had made a booby trap over the bath-room door, and it had acted beautifully as Ruth passed through, that red-haired parlour-maid caught him and boxed his ears.",0.34,0.109,0.068,0.824,positive,The Railway Children
"""You'll come to a bad end,"" she said furiously, ""you nasty little limb, you!",-0.8832,0.0,0.507,0.493,negative,The Railway Children
"If you don't mend your ways, you'll go where your precious Father's gone, so I tell you straight!""",0.6114,0.2,0.0,0.8,positive,The Railway Children
"Roberta repeated this to her Mother, and next day Ruth was sent away.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"Then came the time when Mother came home and went to bed and stayed there two days and the Doctor came, and the children crept wretchedly about the house and wondered if the world was coming to an end.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"Mother came down one morning to breakfast, very pale and with lines on her face that used not to be there.",0.0,0.0,0.0,1.0,neutral,The Railway Children
"And she smiled, as well as she could, and said:-- ""Now, my pets, everything is settled.",0.6808,0.286,0.0,0.714,positive,The Railway Children
"We're going to leave this house, and go and live in the country.",-0.0516,0.0,0.091,0.909,negative,The Railway Children
Such a ducky dear little white house.,0.3818,0.342,0.0,0.658,positive,The Railway Children
"I know you'll love it.""",0.6369,0.583,0.0,0.417,positive,The Railway Children
"A whirling week of packing followed--not just packing clothes, like when you go to the seaside, but packing chairs and tables, covering their tops with sacking and their legs with straw.",0.7351,0.181,0.0,0.819,positive,The Railway Children
All sorts of things were packed that you don't pack when you go to the seaside.,0.0,0.0,0.0,1.0,neutral,The Railway Children
"Crockery, blankets, candlesticks, carpets, bedsteads, saucepans, and even fenders and fire-irons.",0.0,0.0,0.0,1.0,neutral,The Railway Children
The house was like a furniture warehouse.,0.3612,0.333,0.0,0.667,positive,The Railway Children
I think the children enjoyed it very much.,0.5106,0.355,0.0,0.645,positive,The Railway Children
