sentence,compound,positive,negative,neutral,label,title
"G. W. Broomfield, Sir William Bull, Mr. L. Cranmer Byng, Mr. A. J. D. Campbell, Mr. A. Y. Campbell, Mr. L. Y. Chen, Mr. A. R. Cowan, Mr. O. G. S. Crawford, Dr. W. S. Culbertson, Mr. R. Langton Cole, Mr. B. G. Collins, Mr. J. J. L. Duyvendak, Mr. O. W. Ellis, Mr. G. S. Ferrier, Mr. David Freeman, Mr. S. N. Fu, Mr. G. B. Gloyne, Sir Richard Gregory, Mr. F. H. Hayward, Mr. Sydney Herbert, Dr. Fr.",-0.4588,0.032,0.055,0.913,negative,The Outline of History: Being a Plain History of Life and Mankind
"Krupicka, Mr. H. Lang Jones, Mr. C. H. B. Laughton, Mr. B. I. Macalpin, Mr. G. H. Mair, Mr. F. S. Marvin, Mr. J. S. Mayhew, Mr. B. Stafford Morse, Professor J. L. Myres, the Hon.",0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
"W. Ormsby-Gore, Sir Sydney Olivier, Mr. R. I. Pocock, Mr. J. Pringle, Mr. W. H. R. Rivers, Sir Denison Ross, Dr. E. J. Russell, Dr. Charles Singer, Mr. A. St. George Sanford, Dr. C. O. Stallybrass, Mr. G. H. Walsh, Mr. G. P. Wells, Miss Rebecca West, and Mr. George Whale have all to be thanked for help, either by reading parts of the MS. or by pointing out errors in the published parts, making suggestions, answering questions, or giving advice.",0.7184,0.112,0.045,0.843,positive,The Outline of History: Being a Plain History of Life and Mankind
"The amount of friendly and sympathetic assistance the writer has received, often from very busy people, has been a quite extraordinary experience.",0.7579,0.255,0.0,0.745,positive,The Outline of History: Being a Plain History of Life and Mankind
He has met with scarcely a single instance of irritation or impatience on the part of specialists whose domains he has invaded and traversed in what must have seemed to many of them an exasperatingly impudent and superficial way.,-0.7269,0.0,0.145,0.855,negative,The Outline of History: Being a Plain History of Life and Mankind
"Numerous other helpful correspondents have pointed out printer's errors and minor slips in the serial publication which preceded this book edition, and they have added many useful items of information, and to those writers also the warmest thanks are due.",0.836,0.232,0.049,0.719,positive,The Outline of History: Being a Plain History of Life and Mankind
"But of course none of these generous helpers are to be held responsible for the judgments, tone, arrangement, or writing of this Outline .",0.261,0.192,0.122,0.686,positive,The Outline of History: Being a Plain History of Life and Mankind
"In the relative importance of the parts, in the moral and political implications of the story, the final decision has necessarily fallen to the writer.",0.0,0.089,0.089,0.821,neutral,The Outline of History: Being a Plain History of Life and Mankind
"The problem of illustrations was a very difficult one for him, for he had had no previous experience in the production of an illustrated book.",-0.7713,0.0,0.268,0.732,negative,The Outline of History: Being a Plain History of Life and Mankind
In Mr. J. F. Horrabin he has had the good fortune to find not only an illustrator but a collaborator.,0.2382,0.098,0.0,0.902,positive,The Outline of History: Being a Plain History of Life and Mankind
Mr. Horrabin has spared no pains to make this work informative and exact.,-0.6124,0.0,0.312,0.688,negative,The Outline of History: Being a Plain History of Life and Mankind
"His maps and drawings are a part of the text, the most vital and decorative part.",0.3597,0.151,0.0,0.849,positive,The Outline of History: Being a Plain History of Life and Mankind
"Some of them, the hypothetical maps, for example, of the western world at the end of the last glacial age, during the ""pluvial age"" and 12,000 years ago, and the migration map of the Barbarian invaders of the Roman Empire, represent the reading and inquiry of many laborious days.",0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The index to this edition is the work of Mr. Strickland Gibson of Oxford.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Several correspondents have asked for a pronouncing index and accordingly this has been provided.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
"The writer owes a word of thanks to that living index of printed books, Mr. J. F. Cox of the London Library.",0.4404,0.127,0.0,0.873,positive,The Outline of History: Being a Plain History of Life and Mankind
He would also like to acknowledge here the help he has received from Mrs. Wells.,0.7351,0.375,0.0,0.625,positive,The Outline of History: Being a Plain History of Life and Mankind
"Without her labour in typing and re-typing the drafts of the various chapters as they have been revised and amended, in checking references, finding suitable quotations, hunting up illustrations, and keeping in order the whole mass of material for this history, and without her constant help and watchful criticism, its completion would have been impossible.",-0.6319,0.0,0.089,0.911,negative,The Outline of History: Being a Plain History of Life and Mankind
SCHEME OF CONTENTS BOOK I THE MAKING OF OUR WORLD PAGE Chapter I.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Earth in Space and Time 3 Chapter II.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Record of the Rocks § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The first living things 7 § 2.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
How old is the world?,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
13 Chapter III.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Natural Selection and the Changes of Species 16 Chapter IV.,0.3612,0.217,0.0,0.783,positive,The Outline of History: Being a Plain History of Life and Mankind
The Invasion of the Dry Land by Life § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Life and water 23 § 2.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The earliest animals 25 Chapter V. Changes in the World's Climate § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Why life must change continually 29 § 2.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The sun a steadfast star 34 § 3.,0.25,0.286,0.0,0.714,positive,The Outline of History: Being a Plain History of Life and Mankind
Changes from within the earth 35 § 4.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Life may control change 36 Chapter VI.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Age of Reptiles § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The age of lowland life 38 § 2.,-0.0258,0.0,0.155,0.845,neutral,The Outline of History: Being a Plain History of Life and Mankind
Flying dragons 43 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The first birds 43 § 4.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
An age of hardship and death 44 § 5.,-0.7351,0.0,0.508,0.492,negative,The Outline of History: Being a Plain History of Life and Mankind
The first appearance of fur and feathers 47 Chapter VII.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Age of Mammals § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
A new age of life 51 § 2.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Tradition comes into the world 52 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
An age of brain growth 56 § 4.,0.3818,0.302,0.0,0.698,positive,The Outline of History: Being a Plain History of Life and Mankind
The world grows hard again 57 § 5.,-0.1027,0.0,0.189,0.811,negative,The Outline of History: Being a Plain History of Life and Mankind
Chronology of the Ice Age 59 BOOK II THE MAKING OF MEN Chapter VIII.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Ancestry of Man § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Man descended from a walking ape 62 § 2.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
First traces of man-like creatures 68 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Heidelberg sub-man 69 § 4.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Piltdown sub-man 70 § 5.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The riddle of the Piltdown remains 72 Chapter IX.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
"The Neanderthal Men, an Extinct Race.",0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
( The Early Palæolithic Age ) § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
"The world 50,000 years ago 75 § 2.",0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The daily life of the first men 79 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The last Palæolithic men 84 Chapter X.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
"The Later Postglacial Palæolithic Men, the First True Men.",0.4215,0.259,0.0,0.741,positive,The Outline of History: Being a Plain History of Life and Mankind
( Later Palæolithic Age ) § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The coming of men like ourselves 86 § 2.,-0.0258,0.225,0.234,0.541,neutral,The Outline of History: Being a Plain History of Life and Mankind
Subdivision of the Later Palæolithic 95 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The earliest true men were clever savages 98 § 4.,0.34,0.382,0.224,0.395,positive,The Outline of History: Being a Plain History of Life and Mankind
Hunters give place to herdsmen 101 § 5.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
No sub-men in America 102 Chapter XI.,-0.296,0.0,0.268,0.732,negative,The Outline of History: Being a Plain History of Life and Mankind
Neolithic Man in Europe § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The age of cultivation begins 104 § 2.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Where did the Neolithic culture arise?,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
108 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Everyday Neolithic life 109 § 4.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
How did sowing begin?,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
116 § 5.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Primitive trade 118 § 6.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The flooding of the Mediterranean Valley 118 Chapter XII.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Early Thought § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Primitive philosophy 122 § 2.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Old Man in religion 125 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Fear and hope in religion 126 § 4.,-0.0772,0.261,0.288,0.45,negative,The Outline of History: Being a Plain History of Life and Mankind
Stars and seasons 127 § 5.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Story-telling and myth-making 129 § 6.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Complex origins of religion 130 Chapter XIII.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Races of Mankind § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Is mankind still differentiating?,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
136 § 2.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The main races of mankind 140 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
Was there an Alpine race?,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
142 § 4.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Heliolithic culture of the Brunet peoples 146 § 5.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
How existing races may be related to each other 148 Chapter XIV.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Languages of Mankind § 1.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
No one primitive language 150 § 2.,-0.296,0.0,0.306,0.694,negative,The Outline of History: Being a Plain History of Life and Mankind
The Aryan languages 151 § 3.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Semitic languages 153 § 4.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
The Hamitic languages 154 § 5.,0.0,0.0,0.0,1.0,neutral,The Outline of History: Being a Plain History of Life and Mankind
